,url,status,title,email,phone,address,copyright,norm_title,scraped_index,company_index,score,address1,city,postal_code,country,founding_date,name,company_number,phone_number,unique_id,norm_name
3522,https://hannekesetz.nl,200,"Hanneke Setz - Naarden, the Netherlands near Amsterdam",,,,© Hanneke Setz - All Rights Reserved.,hanneke setz naarden the netherlands near amsterdam,3522,3389,55,Einsteinlaan 8,Rijswijk ZH,2289CC,NL,2023-01-01,Recruitment Entrepreneur Netherlands B.V.,89538137,,605731706,recruitment entrepreneur netherlands
3524,https://www.element.nl/nl/,200,Geo Added Value powered by First Element,mailto:office@firstelement.nl,,,,geo added value powered by first element,3524,5332,51,Geert Veenhuizenstraat 10,Sappemeer,9611EP,NL,2020-01-01,Van der Velde Event Support,77003624,,604410458,der velde event support
3526,https://www.sisarcams.com/,200,Unified Communication and Integration Solution | SISAR CAMS,mailto: cams@sisar.nl,tel:+31208005072,,2024 © All rights reserved | Site developed and maintained by,unified communication and integration solution sisar cams,3526,4959,53,Noordmark 72,Almere,1351GG,NL,2020-01-01,Stichting Handpan Community United,80354378,,604669621,stichting handpan community united
3528,https://www.freshlight.nl,200,Freshlight – Verlichting die je lucht zuivert,mailto:info@freshlightgroup.com,tel:0031553020021,,© Freshlight B.V. 2024 — Alle rechten voorbehouden,freshlight verlichting die lucht zuivert,3528,599,54,8505 183Rd st,Tinley Park,60487,US,2016-01-01,Uber Freight Llc,,+1708-532-9200,229949125,uber freight llc
3529,https://kinderopvang-kiekeboe.nl,200,"Kinderopvang Kiekeboe | Kinderdagverblijf, Peuterspeelzaal en BSO",mailto:info@kinderopvang-kiekeboe.nl,tel: 0368415802,,,kinderopvang kiekeboe kinderdagverblijf peuterspeelzaal bso,3529,191,52,Hendrik Marsmanstraat 2,Almere,1321TA,NL,2020-01-01,Kinderopvang Kiekeboe B.V.,80238068,+31368415802,604640882,kinderopvang kiekeboe
3531,https://www.rokado.nl/,200,Home - Rokado Tabaksspeciaalzaak Uden,,tel:0413251442,,© 2011-2024 Rokado VOF. All Rights Reserved,home rokado tabaksspeciaalzaak uden,3531,3403,61,Industrieweg 14,Oirschot,5688DP,NL,2022-01-01,Dierenspeciaalzaak van Nunen B.V.,86793217,+31499572932,605409845,dierenspeciaalzaak nunen
3532,https://all-green.nl,200,Allgreen,mailto:kimberley.tsai@all-green.nl,tel:+31 172 23 50 70,,,allgreen,3532,363,100,Noorwegenlaan 41,Hazerswoude Dorp,2391PW,NL,2008-01-01,Allgreen B.V.,28118056,+31172235070,526794563,allgreen
3534,https://bindelsbv.nl,200,Bindels B.V. | Samen sterk in kennis en uitvoering | Bindels B.V.,mailto:jos@bindelsbv.nl,tel:+31235514467,,©,bindels samen sterk kennis uitvoering bindels,3534,7927,54,Bosstraat 45,Valkenswaard,5553CK,NL,1994-01-01,Stichting Kinderboerderij de Kleine Meer,41093073,+31402076153,522722230,stichting kinderboerderij kleine meer
3538,https://www.clubfitenschede.nl/,200,Maak kennis met fitness bij sportschool Clubfit Enschede,,,,,maak kennis fitness sportschool clubfit enschede,3538,6426,50,Parkweg 159,Enschede,7545MV,NL,1993-01-01,Clubfit Enschede,78085152,+31534331938,604539244,clubfit enschede
3544,https://www.ditislicht.nl/,200,"Interim marketing, communicatie professionals | LICHT",mailto:hi@ditislicht.nl,,,© 2024,interim marketing communicatie professionals licht,3544,1516,59,Slijterstraat 20,Amsterdam,1019VN,NL,2012-01-01,P.I.T. Partner in Totaal Communicatie,55078540,,601607174,pit partner totaal communicatie
3546,https://www.hostedbywendy.nl/,200,Home - Hosted by Wendy            ,mailto:info@hostedbywendy.nl,,,,home hosted by wendy,3546,8961,61,Piet Heinstraat 77,'s-Gravenhage,2518CD,NL,2018-01-01,Housing by Wendy Nederland,70420610,,603633407,housing by wendy nederland
3550,https://automeijerink.nl,200,Bot Verification,,,,,bot verification,3550,5354,62,Nuisvelderbos 23,Harfsen,7217RP,NL,2000-01-01,Los Mediation B.V.,32074281,+31573431288,514807304,los mediation
3551,https://vandijkrioolservice.nl,200,Welkom - van Dijk Rioolservice B.V.,,tel:0492552685,,© Copyright 2021. Alle rechten voorbehouden.,welkom dijk rioolservice,3551,7087,83,Bolle Akker 7,Bakel,5761RW,NL,2011-01-01,Van Dijk Rioolservice B.V.,53154819,+31492552685,601353896,dijk rioolservice
3552,https://www.careervalue.nl/,200,CareerValue IT vacatures met waarde | Werving & Selectie,,,,,careervalue it vacatures waarde werving selectie,3552,5994,56,Rendiermos 11,Houten,3994LE,NL,2013-01-01,Assured Werving & Selectie,58870954,+31306624888,602252556,assured werving selectie
3553,https://swinkelsvastgoedbeheer.nl,200,Swinkels,mailto:info@swinkelsvastgoedbeheer.nl,,,© 2024 Swinkels Vastgoedbeheer,swinkels,3553,1433,78,Burg Verdaasdonkstraat 23,Teteringen,4847GD,NL,2020-01-01,Twinkelins,78512255,,604590379,twinkelins
3554,https://orgelbouwalkmaar.nl,200,Orgelbouw Alkmaar,,,,,orgelbouw alkmaar,3554,84,62,Willibrordusstraat 5,Vught,5262EK,NL,2016-01-01,Alku Bouw,65061381,,602994994,alku bouw
3555,https://aannemersbedrijfobdam.nl,200,Aannemersbedrijf Obdam,mailto:info@aannemersbedrijfobdam.nl,,,,aannemersbedrijf obdam,3555,6760,100,Dorpsstraat 232,Obdam,1713HP,NL,2004-01-01,Aannemersbedrijf Obdam B.V.,36049225,+31226451215,497522033,aannemersbedrijf obdam
3556,https://www.bss-europe.com/,200,BSS Europe BV,mailto:sales@bss-europe.com,,,© 2024 BSS | Europe BV. Designed By Van Hoften,bss europe,3556,1175,95,Hunnenpad 12,Oss,5349BG,NL,2021-01-01,Bss-Europe B.V.,84758872,,605173729,bsseurope
3557,https://lakotta.nl,200,"Hét administratie kantoor in Nederland voor bedrijven en medewerkers uit Oost Europa - Lakotta, De Lier",mailto:info@lakotta.nl,tel:+31 85 13 05 981,,© 2024 Lakotta,hét administratie kantoor nederland bedrijven medewerkers oost europa lakotta lier,3557,5456,52,Kasteelhof 66,Druten,6651VB,NL,2004-01-01,Stichting Administratiekantoor Metselbedrijf Krebbers,11058469,,523312890,stichting administratiekantoor metselbedrijf krebbers
3560,https://koelhuiskraakman.nl,200,Welkom bij KOELHUIS KRAAKMAN,,,,,welkom koelhuis kraakman,3560,8435,83,Dusseldorperweg 42,Limmen,1906AK,NL,1993-01-01,Koelhuis Kraakman B.V.,35027627,+31756425775,518428233,koelhuis kraakman
3561,https://brabantsfaam.nl,200,Home - Brabantsfaam,,,,,home brabantsfaam,3561,5153,65,Bavelseweg 147,Molenschot,5124PX,NL,2022-01-01,Brabantse Houthandel B.V.,76111482,+31161700208,604296229,brabantse houthandel
3562,https://www.warmgarant.nl/,200,CV-ketel kopen of huren inclusief installatie & service,,tel:0031854012233,,© 2024 Warmgarant. Alle rechten voorbehouden.,cvketel kopen of huren inclusief installatie service,3562,6054,60,Beatrixlaan 20,Geleen,6165CX,NL,2007-01-01,Installatie Service Bastings,14094949,+31464755587,498582815,installatie service bastings
3564,https://ecoreest.nl/nl/,200,Ecoreest,mailto:info@ecoreest.nl,tel:0528373982,,,ecoreest,3564,3548,94,Elbe 2,Hoogeveen,7908HB,NL,2013-01-01,Eco Reest B.V.,59436247,+31528373982,602317458,eco reest
3565,https://delpeutlexmond.nl,200,Delpeut Lexmond,mailto:contact@delpeutlexmond.nl,,,© Copyright 2012 - Delpeut Lexmond - All rights reserved,delpeut lexmond,3565,1996,100,Dorpsstraat 99 A,Lexmond,4128BX,NL,2001-01-01,Delpeut Lexmond B.V.,11052376,+31347341609,518144785,delpeut lexmond
3567,https://roozeboomcampers.nl,200,Roozeboom Campers | Wij begrijpen wat camperrijders willen,mailto:info@roozeboomcampers.nl,tel:%20+31523656500,,,roozeboom campers begrijpen wat camperrijders willen,3567,5965,49,Coevorderweg 20,Balkbrug,7707AR,NL,2022-01-01,Roozeboom Campers B.V.,88281256,+31523656500,605581720,roozeboom campers
3568,https://www.acutusmedical.com/us/,200,Home - Acutus Medical | Acutus Medical,,,,"Copyright © 2024 Acutus Medical, Inc.",home acutus medical acutus medical,3568,5521,65,2210 Faraday Ave Ste 100,Carlsbad,92008,US,2011-01-01,"Acutus Medical, inc.",,+1442-232-6080,955529310,acutus medical inc
3570,https://blendedcapital.nl,200,Home - Blended Capital,mailto:info@blendedcapital.nl,,,© Copyright 2022 - 2024 | All Rights Reserved | Blended Capital,home blended capital,3570,6031,86,Stationsplein 45,Rotterdam,3013AK,NL,2023-01-01,Blended Capital B.V.,89408152,,605714745,blended capital
3573,https://stmysa.nl,200,Studio MYSA,mailto:info@stmysa.nl,,,© 2024 Studio MYSA.,studio mysa,3573,4621,100,Tjalkstraat 42,Lemelerveld,8152CL,NL,2022-01-01,Studio Mysa,87012286,,605445102,studio mysa
3574,https://bestellen.grillroomtaba.nl/en,200, - Order food online?  ,,,,,order food online,3574,8027,65,Drechtlaan 10,Leimuiden,2451CM,NL,2012-01-01,One Floor Holding B.V.,55533493,,601662006,one floor holding
3575,https://www.vanamersfoortracing.nl/,200,Van Amersfoort Racing,,,,© Van Amersfoort Racing 2024 All rights reserved |,amersfoort racing,3575,6638,100,Edisonweg 2,Zeewolde,3899AZ,NL,2023-01-01,Van Amersfoort Racing B.V.,63685124,+31852105678,602822439,amersfoort racing
3576,https://sterkuden.nl,200,"Sterk, in je energie - Voedingsadvies √ Regio Uden",mailto:desiree@sterkuden.nl,tel:0648260086,,© Sterk Uden |,sterk energie voedingsadvies regio uden,3576,2127,57,Revaleiland 74,Amsterdam,1014ZG,NL,2020-01-01,Dietistenpraktijk de Voedingsbasis,47441607,,604757429,dietistenpraktijk voedingsbasis
3577,https://www.moroccanoil.com/,200,"
      Moroccanoil | Global Leader in Argan Oil-Infused Beauty
",,,,© 2024,moroccanoil global leader argan oilinfused beauty,3577,2741,45,Boommarter               33,Apeldoorn,7325AX,NL,2018-01-01,Beauty Salon Geke,71872000,+31553034246,603805717,beauty salon geke
3578,https://atvbarendrecht.nl,200,ATV Barendrecht | Amateurtuindersvereniging Barendrecht,,,,Copyright © 2008–2024,atv barendrecht amateurtuindersvereniging barendrecht,3578,6924,82,Tjalk 50,Barendrecht,2991PN,NL,1979-01-01,Amateurtuindersvereniging 'Barendrecht',40342205,,522046703,amateurtuindersvereniging barendrecht
3579,https://www.dejabouwadviseur.nl/,200,DEJA Bouwadviseur | Bouwkundig en Constructief adviesbureau,,,,,deja bouwadviseur bouwkundig constructief adviesbureau,3579,193,77,Zuidwateringstraat 6,Ritthem,4389TV,NL,2007-01-01,Bouwkundig Constructief Adviesbureau Glashelder,22065631,,526852651,bouwkundig constructief adviesbureau glashelder
3580,https://aannemersbedrijfwopereis.nl,200,Aannemersbedrijf Wopereis - Allround bouwexperts,mailto:info@aannemersbedrijfwopereis.nl,tel:0545274578,,Copyright © 2024 Aannemersbedrijf Wopereis – Webdesign & development by,aannemersbedrijf wopereis allround bouwexperts,3580,5587,70,Bosberg 19,Borculo,7271LE,NL,2021-01-01,Aannemersbedrijf Wopereis B.V.,83320024,+31545274578,605001007,aannemersbedrijf wopereis
3585,https://schreudersgroen.nl,200,Schreuders Groen B.V.,mailto:info@schreudersgroen.nl,,,© Created by Annelies Visser 2023,schreuders groen,3585,4664,100,Osdorperweg 530,Amsterdam,1067SX,NL,2013-01-01,Schreuders Groen B.V.,30983010,+31344845268,602619053,schreuders groen
3589,https://lfbvastgoed.com,200,LFB Vastgoed,,tel:+31206447422,,,lfb vastgoed,3589,3972,96,Maasstraat 156,Amsterdam,1079BK,NL,2001-01-01,Lfb-Vastgoed B.V.,33235674,+31206447422,526843738,lfbvastgoed
3590,https://www.venhof.nl/nl/,200,Venhof - Café Restaurant Rijstal & Overnachten in Limburg,mailto:info@venhof.nl,tel:+3104750531495,Venhof 2 6075 NE Herkenbosch,,venhof café restaurant rijstal overnachten limburg,3590,9603,71,Venhof 2,Herkenbosch,6075NE,NL,1967-01-01,Café Restaurant Rijstal Venhof V.O.F.,92507077,+31475531495,606090300,café restaurant rijstal venhof vof
3591,https://www.eyserhof.nl/,200,Landgoed Eyserhof | Genieten in Zuid-Limburg | Eyserhof,mailto:info@eyserhof.nl,tel:0031-43-451-1207,,,landgoed eyserhof genieten zuidlimburg eyserhof,3591,8917,50,Lambrechtsveld 19,Valkenburg ZH,2235AW,NL,,Nederlandse Gereformeerde Kerk te Valkenburg,61824062,+31714075667,602602596,nederlandse gereformeerde kerk valkenburg
3593,https://therealbaker.nl,200,The Real Baker — The Real Baker,,,,Copyright © 2018 | The Real Baker B.V.,the real baker the real baker,3593,9102,65,Turbinestraat 9,Veenendaal,3903LV,NL,2023-01-01,The Real Baker B.V.,61217433,+31318769129,602534087,the real baker
3594,https://www.apotheekmonster.nl/,200,Welkom in onze apotheken - Apotheek Monster,,tel:0174 - 213 242,,© Copyright 2024 Apotheek Monster,welkom onze apotheken apotheek monster,3594,2607,59,Molenweg 47,Monster,2681RE,NL,2005-01-01,Apotheek Monster B.V.,27233304,+31174213242,527120055,apotheek monster
3596,https://ams-accountants.nl,200,Home - AMS Accountants,mailto:info@ams-accountants.nl,tel:0523-610557,,Copyright © 2021,home ams accountants,3596,4868,86,Julianastraat 67,Dedemsvaart,7701GK,NL,2010-01-01,Ams Accountants,51240262,+31523610557,601388109,ams accountants
3602,https://www.dalyplastics.nl/,200,Home - Repeats Group,mailto:info@repeats-group.nl,,,© Repeats Group 2024 | All rights reserved,home repeats group,3602,6022,62,Villafloraweg 1,Venlo,5928SZ,NL,2018-01-01,Compas Agro B.V.,73161039,,603953287,compas agro
3603,https://trommvastgoed.nl,200,Tromm Vastgoed,,,,Tromm Vastgoed © 2022 // Design by De Whizzkid,tromm vastgoed,3603,6275,100,Cannenburg 42,Amsterdam,1081HA,NL,2005-01-01,Tromm Vastgoed,34227765,+31206895555,525145412,tromm vastgoed
3605,https://www.groencompleet.nl/,200,Dé hovenier in de regio Breda - Groen Compleet BV,mailto:info@groencompleet.nl,tel:0031161433199,,© Copyright 2024 |,dé hovenier regio breda groen compleet,3605,6421,55,Dorstseweg 26 A3,Bavel,4854NB,NL,1992-01-01,Groen Compleet B.V.,20059084,+31161433199,524522707,groen compleet
3609,https://rhino-techniek.nl,200,Rhino-Home,,,,,rhinohome,3609,1935,67,Achterweg 1 A,Odoornerveen,7874TL,NL,2006-01-01,V.O.F. Rhino,04082549,,526018468,vof rhino
3610,https://bijvanck.nl,200,Bijvanck,,,,,bijvanck,3610,7818,100,Najaarsweg 9,Enschede,7532SK,NL,2016-01-01,Bijvanck B.V.,66378281,+31534780514,603142679,bijvanck
3611,https://www.garage-evers.nl/,200,Garage Evers - Ederveen | Home,mailto:info@garage-evers.nl,tel:0318 576703,,,garage evers ederveen home,3611,1676,57,Brinklanderweg 3,Ederveen,6744PC,NL,1956-01-01,Garagebedrijf Evers V.O.F.,09167159,+31318576703,520789851,garagebedrijf evers vof
3612,https://buitenzorgvoorwelzijn.nl,200,Buitenzorg voor Welzijn,,,,,buitenzorg welzijn,3612,5121,100,Bennekelstraat 143 A,Eindhoven,5654DD,NL,2010-01-01,Buitenzorg Voor Welzijn B.V.,51380552,+31402438590,601126140,buitenzorg welzijn
3613,https://noorlander.nl,200,Noorlander Island,mailto:info@noorlander.nl,,,,noorlander island,3613,6423,69,Rialaan 27,Oostvoorne,3233BS,NL,1960-01-01,P. Noorlander,24213404,+31181482617,516718205,p noorlander
3615,https://www.hagenbewindvoering.nl/,200,Hagen Bewindvoering en De Dijk Mentorschap,mailto:info@hagenbewindvoering.nl,,,,hagen bewindvoering dijk mentorschap,3615,9545,69,Postbus 145,'s-Graveland,1243ZJ,NL,2008-01-01,Hagen Bewindvoering,64935906,+31355446956,602982383,hagen bewindvoering
3616,https://www.totalinsupport.nl/,200,Total in Support – Full service adviesbureau voor de culturele en creatieve sector.,,,,,total support full service adviesbureau culturele creatieve sector,3616,5744,48,Foarwei 154,Damwald,9104CC,NL,1994-01-01,Stichting Ter Bevordering van de Culturele en Sociale Belangen in Damwoude E.O.,41004913,,522415503,stichting ter bevordering culturele sociale belangen damwoude eo
3617,https://digimusical.nl,200,Digimusical,,,,,digimusical,3617,6118,63,Schimminck 12,Zaltbommel,5301KR,NL,2014-01-01,De Digitale B.V.,48432040,,604884004,digitale
3619,https://medcat.nl,200,MedCaT – Medische Apparatuur & Toebehoren,,,,© Copyright 2024 MedCaT BV,medcat medische apparatuur toebehoren,3619,8426,53,Lovensekanaaldijk 61,Tilburg,5013BJ,NL,2020-01-01,Naaykens' Luchttechnische Apparatenbouw B.V.,18022242,+31135425002,515908726,naaykens luchttechnische apparatenbouw
3620,https://maxcin.nl,200,Bouwbedrijf Maxcin,mailto:info@maxcin.nl,,,,bouwbedrijf maxcin,3620,6400,81,Hollandse Kade 10 A,Abcoude,1391JD,NL,2008-01-01,Bouwbedrijf Veldman B.V.,34290596,,600127653,bouwbedrijf veldman
3621,https://relaxed-apartments.com/,200,Relaxed Apartments in hartje Haarlem is the place to be | 5 appartementen,mailto:info@relaxed-slapen.nl,,,,relaxed apartments hartje haarlem the place to be 5 appartementen,3621,8030,50,Van der Aastraat 54,'s-Gravenhage,2597SM,NL,1966-01-01,Vereniging van Appartementseigenaren van der Aastraat 54-56-58,50736825,,601055702,vereniging appartementseigenaren der aastraat 545658
3622,https://www.natuurlijknatuurlijk.nl/nl/,200,NATUURLIJK NATUURLIJK speciale ingrediënten,mailto:verkoop@natuurlijknatuurlijk.nl,,,,natuurlijk natuurlijk speciale ingrediënten,3622,920,67,Celsiusstraat 56,Ede Gld,6716BZ,NL,2003-01-01,Natuurlijk Natuurlijk,09133868,+31318220081,519498289,natuurlijk natuurlijk
3623,https://www.ververexport.nl/,200,"Verver Export, Bloembollen & Plantconcepten",,,,© Copyright 2024 | Alle rechten voorbehouden | Lees onze,verver export bloembollen plantconcepten,3623,8555,53,Groeneweg 20,'s-Gravenzande,2691MP,NL,2008-01-01,Gebr. Boon Potplanten B.V.,27197681,+31174625019,517317887,gebr boon potplanten
3627,https://loondesk.nl,200,Salarisadministratie uitbesteden? Loondesk,mailto:lonen@loondesk.nl,tel:085 747 04 83,,© 2024 Loondesk ▪,salarisadministratie uitbesteden loondesk,3627,3619,58,Jacob Catslaan 23,Zeist,3705BN,NL,2010-01-01,Bedrijfsadministratie Kantoor Zeist B.V.,64583775,+31308200525,602933983,bedrijfsadministratie kantoor zeist
3629,https://brabavast.nl,200,Brabavast is under construction,,,,,brabavast under construction,3629,8584,68,Willem Pijperstraat 82,Schiedam,3122BJ,NL,2022-01-01,Mozes Art & Construction,84991402,,605210246,mozes art construction
3631,https://veneklaas.nl,200,Veneklaas,,,,,veneklaas,3631,3795,67,Hoogoorddreef 87,Amsterdam,1101BB,NL,2009-01-01,Vplaas B.V.,34323152,,600412120,vplaas
3633,https://www.rugzorgnederland.nl/,200,Rugzorg Nederland | De rugkliniek die u van uw rugpijn verlost.,mailto:info@rugzorgnederland.nl,tel:0900–2244 112,,© Copyright - Rugzorg Nederland -,rugzorg nederland rugkliniek die u uw rugpijn verlost,3633,4981,53,Nieuwe Markt 49 D,Roosendaal,4701AD,NL,2017-01-01,Coöperatie Parkeerbeheer Zuidwest Nederland U.A.,67720676,+31165529400,603309879,coöperatie parkeerbeheer zuidwest nederland ua
3635,https://www.tantegerritjekaartjes.nl/,200,Tante Gerritje kaartjes,mailto:info@tantegerritjekaartjes.nl,,,© 2024 Greetje Heemskerk / Tante Gerritje kaartjes  ,tante gerritje kaartjes,3635,6272,100,Johan Vermeerstraat 24,Lisse,2162BK,NL,2023-01-01,Tante Gerritje Kaartjes,89152581,,605692144,tante gerritje kaartjes
3639,https://heuvelsuites.nl,200,Heuvelsuites,,,,,heuvelsuites,3639,372,67,Bolkskamp 61,Oldenzaal,7576GK,NL,2018-01-01,Van Heuvel,70962405,,603697035,heuvel
3640,https://gcs-groep.nl,200,Bedrijf,,,,,bedrijf,3640,8419,70,Domburghoeve 3,Vlaardingen,3137EC,NL,2018-01-01,Ub-Bouwbedrijf,70852987,,603683510,ubbouwbedrijf
3641,https://kidsencolors.nl,200,Home | Kids & Colors,,,,Copyright © 2024 Kids & Colors | Powered by Kids & Colors,home kids colors,3641,6044,69,Dorpsstraat 38,Loenen aan de Vecht,3632AT,NL,2012-01-01,House of Colours,59515996,,602327313,house of colours
3642,https://www.betonpompenrandstad.nl/,200,Betonpompen Randstad | Maatwerk in betonpompen - WELKOM BIJ BETONPOMPEN RANDSTAD,,tel:0181-335270,,,betonpompen randstad maatwerk betonpompen welkom betonpompen randstad,3642,1525,45,Marconiweg 10,Hellevoetsluis,3225LV,NL,2006-01-01,Betonpompen Randstad B.V.,24402433,+31181335270,520315798,betonpompen randstad
3643,https://www.sfeerhuisdeveluwe.nl/,200,Sfeerhuis de Veluwe,mailto:0342443069,tel:0342443069,,Copyright © 2024 Sfeerhuis de Veluwe,sfeerhuis veluwe,3643,2163,100,Wesselseweg 178 01,Kootwijkerbroek,3774RM,NL,2023-01-01,Sfeerhuis de Veluwe B.V.,76727823,+31342443069,604376951,sfeerhuis veluwe
3644,https://www.model-engineering.nl/,200,Home - Model Engineering,mailto:info@model-engineering.nl,tel:+31228561182,,,home model engineering,3644,8762,87,Perenmarkt 1,Zwaagdijk,1681PG,NL,1977-01-01,Model Engineering B.V.,36037767,+31228561182,526160315,model engineering
