"address1","city","postal_code","country","founding_date","name","company_number","phone_number","unique_id"
"Utrechtseweg 223","Amersfoort","3818EE","NL","2003-01-01","Comma Vastgoed B.V.","32097149","+31334450705","0519841587"
"Schoolstraat 5","Gemert","5421KT","NL","2012-01-01","Van Geffen 2012 B.V.","55396933","+31492330647","0601646136"
"Hamsestraat 26","Liempde","5298NA","NL","2008-01-01","Best Software Consultants B.V.","17072450","+31499473700","0526366797"
"Lammerinkweg 109","Enschede","7546PV","NL","2015-01-01","Ixodes B.V.","62304232","","0602664054"
"Bennekelstraat 143 A","Eindhoven","5654DD","NL","2010-01-01","Buitenzorg Voor Welzijn B.V.","51380552","+31402438590","0601126140"
"Reiger 33","'s-Gravenzande","2693AM","NL","2000-01-01","Ict-Link B.V.","27234148","+31174441070","0527582369"
"De Ketting 14 A","Vught","5261LJ","NL","2007-01-01","Brabants Lasbedrijf B.V.","30175264","","0517765946"
"Piskhoarnedyk 1 A","Leeuwarden","8912CE","NL","2020-01-01","Woonzorg Palsma Zathe B.V.","78328683","+31582667273","0604562535"
"Stanleyweg 8","Goes","4462GN","NL","2015-01-01","Geijtenbeek B.V.","64111199","+31113230230","0602866696"
"LN van Nieuw-Oost-Indie 177","'s-Gravenhage","2593BN","NL","2011-01-01","Manuela Bianco Design","53702905","+31702154301","0601440344"
"3/F","Seoul","05744","KR","2013-01-01","Univera","","+822-402-4422","0800376421"
"Campagneweg 11 C","Zevenbergen","4761RM","NL","2019-01-01","Maron Steel Supplies B.V.","20164579","+31168371212","0600764830"
"Prinsenlaan 83","Heemstede","2104AS","NL","1989-01-01","Spi B.V.","20057557","+31235842866","0523997075"
"Burgemeester Beyenstraat 27","Pernis","3195RA","NL","2021-01-01","Williams Networks","81438168","","0604791573"
"Stapels 2","Amsterdam","1043BC","NL","2003-01-01","Casa Oliva B.V.","33253217","+31206233093","0524811265"
"Woeziksestraat 589","Wijchen","6604CK","NL","2020-01-01","Demopro","77140141","","0604426670"
"Want 41","Huizen","1276HC","NL","2007-01-01","Interessing B.V.","32128696","+31358880778","0527109005"
"Rie Cramerplantsoen 33","Hoofddorp","2135SE","NL","2008-01-01","Conny's Frutsels","34301878","","0600232916"
"Benedenkerkstraat 57","Waspik","5165CA","NL","2018-01-01","Dongemond Klimaattechniek B.V.","71245340","+31162750861","0603722106"
"Helvoirtseweg 1","Vught","5261CA","NL","1996-01-01","Forgeron B.V.","16082691","+31736565446","0601012459"
"Pizarrostraat 1","'s-Hertogenbosch","5223SN","NL","2023-01-01","De Bouwspecialist Wes","89195418","","0605695904"
"Denarius 26","Elst Gld","6661SW","NL","2009-01-01","De Blauwe Engel","09203894","+31481375333","0601424621"
"Bovenkerkerweg 41","Amstelveen","1185XA","NL","2000-01-01","Syntro B.V.","34129900","+31208204456","0515921524"
"Bedrijvenweg 4","Fijnaart","4793SK","NL","2005-01-01","Korst Banden B.V.","20120315","+31168462244","0525091979"
"Typograaf 21","Duiven","6921VB","NL","2006-01-01","Carvision B.V.","09108772","+31263622022","0515294286"
"Honderdland 190","Maasdijk","2676LT","NL","2020-01-01","Vtm Groep B.V.","62060406","+31174527320","0602635313"
"Euklaasdijk 9","Roosendaal","4706JB","NL","2012-01-01","Nethpost Consulting B.V.","55292135","+31206580620","0601632763"
"Van Alphenstraat 13","Heerlen","6416EC","NL","2006-01-01","Eveline Juweelontwerp","14090371","+31455709081","0525997217"
"Freesiaberg 8","Roosendaal","4708CE","NL","2017-01-01","Mark Invest B.V.","69718229","","0603541301"
"Spanhout 1","Houten","3991PE","NL","2016-01-01","Mahogany Houten B.V.","67185339","","0603238837"
"Roond 8","Boxtel","5281SG","NL","2011-01-01","Firmus Vastgoed B.V.","52333787","","0601252040"
"Brantjesstraat 23","Purmerend","1447PC","NL","1994-01-01","Nieuwenhuizen-Leong Beheer B.V.","36043992","+31299471585","0530444376"
"Bouwstraat 1","Haaksbergen","7483PE","NL","2010-01-01","Temminghoff B.V.","08223888","+31535724121","0600902225"
"Dijk 76","Broek op Langedijk","1721AG","NL","2018-01-01","Hoveniersbedrijf Smakman","70930686","","0603694513"
"Westsingel 19","Haaksbergen","7482DD","NL","2005-01-01","Autoservice Wopro","52394514","+31535722002","0601259270"
"Graaf van Loonlaan 43","Heythuysen","6093BS","NL","2014-01-01","Stichting Stadstriathlon Weert","61853941","","0602608366"
"Bavelseweg 147","Molenschot","5124PX","NL","2022-01-01","Brabantse Houthandel B.V.","76111482","+31161700208","0604296229"
"2E Messstraat 34","'s-Gravenhage","2586XD","NL","2011-01-01","Sproet Image Consultancy","51625075","","0601155163"
"Oudeschans 35","Amsterdam","1011KT","NL","1990-01-01","Holleman","34350000","+31317412659","0600610737"
"Kasteellaan 1","Gemert","5421CB","NL","2006-01-01","BL Huisvesting B.V.","17187469","+31492848427","0497817427"
"De Kreek 3","Hoevelaken","3871MM","NL","2021-01-01","Doppenberg Keukens B.V.","82830304","+31332580875","0604949608"
"Moerkapelse Zijde 32","Moerkapelle","2751DL","NL","2019-01-01","Triott B.V.","56836724","+31795932221","0601999804"
"Achterstraat 37 I","Woerden","3441EG","NL","1991-01-01","G.B. Creation V.O.F.","30099408","+31348431518","0525737675"
"Spoorlaan 17","Epe","8162BP","NL","2016-01-01","Brocante Restyle","87027003","","0605448210"
"Zwolseweg 80 D","Heerde","8181AJ","NL","2016-01-01","Biomontage B.V.","66685397","+31578697578","0603181774"
"Hurksestraat 64","Eindhoven","5652AL","NL","2015-01-01","Bandenconcurrent B.V.","63875004","+31407470194","0602844749"
"Ketelweg 19 A","Dronten","8251PP","NL","2023-01-01","Origino B.V.","89876873","","0605770276"
"Ringbaan-Oost 130","Tilburg","5013CE","NL","2009-01-01","Tripolair B.V.","18077362","+31137999013","0524562518"
"Westdijk 40 Bg58","Bunschoten Spakenburg","3752AE","NL","2011-01-01","Thomas Wolf Afbouw","51924889","","0601201997"
"Op de Baant 7","Sint Joost","6112BA","NL","2002-01-01","Tarc Holding B.V.","12048792","+31475597745","0519033326"
"Nijverheidsweg 2","Sint Maartensdijk","4695RC","NL","2007-01-01","LV Equipment B.V.","54352746","+31166662045","0601518572"
"Brouwerijweg 17","Wemeldinge","4424CG","NL","2006-01-01","Smits Assurantiën B.V.","22037060","+31113621275","0530086120"
"Nieuw Baarnstraat 9 B","Baarn","3743BN","NL","2018-01-01","The Casemakers B.V.","67339077","","0603261393"
"Wimpelplantsoen 126","Almere","1319ED","NL","2020-01-01","Dierenkliniek Almere-Stad B.V.","81470657","+31363690535","0604774715"
"Koopvaardijweg 2","Oosterhout NB","4906CV","NL","2023-01-01","Vic International B.V.","60687452","+31162684553","0602486732"
"Koopmansgoed 1","Barneveld","3771MJ","NL","2007-01-01","BK Market Trailers B.V.","08154833","+31342417559","0520644800"
"De Ruijterkade 7","Amsterdam","1013AA","NL","2011-01-01","Caci B.V.","20085386","+31886543500","0498277402"
"Industrieweg 130 C","Rotterdam","3044AT","NL","1993-01-01","Stichting Nationaal MS Fonds","41133967","+31105919839","0522857893"
"st. Antoniusstraat 9","Heel","6097ND","NL","2012-01-01","E.C.C.M. B.V.","55431410","+31475573335","0601650269"
"Koninginneweg 8","Elst UT","3921CV","NL","2021-01-01","Luavi Kids","82422745","","0604907585"
"Bresterstraat 4","'s-Gravenhage","2523XA","NL","2023-01-01","Dmk Cleaning","90952030","","0605913541"
"Rembrandtstraat 32","Reuver","5953HV","NL","2013-01-01","Team-Share B.V.","56850069","","0602001011"
"Middenstraat 175","Sappemeer","9611KJ","NL","2000-01-01","De Dragende Natuur","02071960","+31598371759","0516826581"
"Fiolenkamp 3","Beilen","9412AT","NL","2021-01-01","Capital Company B.V.","84851198","","0605192661"
"Hermelijn 41","Deventer","7423EK","NL","2001-01-01","Jachthavens in Nederland.nl","08097293","","0517304119"
"Zwaluwstraat 31","Badhoevedorp","1171SM","NL","2002-01-01","Mension B.V.","34173147","+31235423675","0518566723"
"Industriepark 11 B","Schaijk","5374CM","NL","2008-01-01","Ago Groep B.V.","17234105","+31486414400","0600327310"
"Mary Dresselhuysweg 22","Berkel en Rodenrijs","2652LD","NL","2021-01-01","J. Piket-Advies","83276440","","0605006648"
"Hasebroekstraat 112","'s-Gravenhage","2524JW","NL","2019-01-01","Makeupby_Isd","75277360","","0604208010"
"De Rijt 6","Laren NH","1251JM","NL","2004-01-01","Modici B.V.","32068734","+31355388180","0513746436"
"Inlaat 47","Grootebroek","1613AB","NL","1998-01-01","Wicky Entertainment","36051887","+31228518770","0513249282"
"Venusstraat 123","Hardinxveld Giessendam","3371TP","NL","2015-01-01","Panjer.it B.V.","63299496","+31183760087","0602783307"
"Vestdijk 23","Eindhoven","5611CA","NL","1994-01-01","Stoit Groep B.V.","17072425","+31402140660","0526300533"
"Rode Ring 25","Assendelft","1566HR","NL","2012-01-01","Mbexpert B.V.","54564808","+31756228955","0601543531"
"Tielenstraat 10","Waalwijk","5145RD","NL","2019-01-01","De Rooij Milieutechniek B.V.","18072741","+31416312909","0600526272"
"Middelvaart 13","Woudrichem","4285WS","NL","1997-01-01","D. Spekkink B.V.","23085264","+31183661200","0497730106"
"Marnixlaan 419","Vlaardingen","3132PM","NL","1979-01-01","Vereniging van Eigenaren Flat Baljuwstraat 34 en 36 te Vlaardingen","50129007","","0600972159"
"Rendiermos 24","Reeuwijk","2811GV","NL","2004-01-01","De Bedrijfskliniek B.V.","37114643","","0524115061"
"Loolaan 83","Apeldoorn","7314AH","NL","2001-01-01","Bouwhuis Vastgoed B.V.","08068880","+31553121112","0600645812"
"Ulbe Twijnstrawei 27 A","Akkrum","8491CJ","NL","1926-01-01","V.V. Akkrum","40002245","+31566652838","0521519131"
"Verlengde Luijtenstraat 4","Lekkerkerk","2941CH","NL","2007-01-01","P. Luijten Beheer B.V.","24427014","+31180664141","0600116484"
"Herenweg 32 B","Vinkeveen","3645DR","NL","2015-01-01","Alpha Group Environment B.V.","63898438","","0602845346"
"Molenvlietweg 18","Aalsmeer","1432GW","NL","2018-01-01","Issos B.V.","30208230","+31297343000","0497161776"
"Drury House","London","WC2B5HA","GB","2020-01-01","One Fine Stay","","+448006124377","0340482122"
"Ammerzodenseweg 27","Hedel","5321GA","NL","2012-01-01","Bodavi B.V.","11031577","+31735991541","0497296734"
"Ceresweg 20 A","Leeuwarden","8938BG","NL","2021-01-01","E.B.T.C. B.V.","60725818","+31588457100","0602490285"
"Rosinkweg 9","Haaksbergen","7481TH","NL","1993-01-01","Reith Vastgoed B.V.","06049914","+31535727624","0519029964"
"Bruggen 8 B","Rosmalen","5243RB","NL","2002-01-01","B&R Cosmetics","17145350","+31735326700","0518592125"
"Dorpsplein 2","Riethoven","5561AV","NL","2004-01-01","Rimebo B.V.","17161976","+31402014817","0600564836"
"Wesselseweg 77","Barneveld","3771PB","NL","1995-01-01","D. van Reenen","08213623","+31342417635","0600753947"
"Edelsmidsdreef 15 B","Schoonhoven","2871WV","NL","2019-01-01","Pronk Transport","76132749","","0604303629"
"De Hazelaar 4","Dedemsvaart","7701WD","NL","1974-01-01","De Natuurwerkgroep de Reest","40060924","","0521646784"
"Rijksstraatweg 123 A","Elst UT","3921AD","NL","2012-01-01","Bouwbedrijf van Ommeren B.V.","55252699","+31318471908","0601628004"
"Wilhelminasingel 90 A","Maastricht","6221BL","NL","2006-01-01","Via Finance B.V.","14088172","+31433500606","0497740150"
"Pilotenstraat 34","Amsterdam","1059CJ","NL","2023-01-01","Buddha to Buddha B.V.","34116895","+31203033996","0514914264"
"Bronsbergen 25 R 191","Zutphen","7207AD","NL","2017-01-01","De Gespreksplek","68947496","","0603457269"
"529 14Th st NW Ste 940","Washington","20045","US","2015-01-01","EL Pais","","+1202-638-7604","0191184527"
"Kardeel 4","Oudewater","3421KX","NL","2001-01-01","Nico Alblas B.V.","30130785","","0600462011"
"Beemdstraat 34","Someren","5711CV","NL","2011-01-01","Hurkmans Metaal Techniek B.V.","53082087","+31493472467","0601344489"
"Ronde Blesse 1","Willemsoord","8338KB","NL","2006-01-01","Maatschap Winters op de Weegh","08217067","+31521588380","0600805522"
"K.P.C. de Bazelweg 2","Heerhugowaard","1703DJ","NL","1977-01-01","Bot Bouw B.V.","37034739","+31725752700","0518458109"
"Gorterlaan 47","Groningen","9721ZB","NL","2004-01-01","Perron B.V.","02085646","+31505265370","0523983573"
"Abc Westland 245","Poeldijk","2685DC","NL","2023-01-01","Doopiecash International B.V.","83292950","","0604999541"
"Tosca 23","Krimpen aan den IJssel","2926PK","NL","2019-01-01","Ema Hold B.V.","74101021","","0604058671"
"Forsythialaan 32","Heerhugowaard","1702TC","NL","2018-01-01","Toneelvereniging Victorie","72307498","","0603858462"
"2021 9Th st SE","Dyersville","52040","US","1998-01-01","Tomy Corporation","","+1563-875-2000","0163316829"
"Nijverheidsweg 42","Nijmegen","6541CM","NL","1975-01-01","Swartjes Transport B.V.","10028432","+31243785377","0520815313"
"Faas Eliaslaan 13","Baarn","3742AR","NL","2002-01-01","Vereniging van Eigenaars Gebouw Parkrand Melissekade 97 Tot en Met 191 te Utrecht","30283658","","0600872098"
"Celsiusstraat 5","Zevenaar","6902PV","NL","2016-01-01","Albalux Vof","66757207","+31316540000","0603195373"
"Het Loo 2","Boxtel","5281SJ","NL","2018-01-01","Schoenmakers Elektrotechniek B.V.","71303103","+31411673501","0603729025"
"Stationsstraat 35","Tiel","4001CD","NL","2022-01-01","Schildersbedrijf Dolron B.V.","88602397","+31344661366","0605624096"
"Grote Markt 15","Gorinchem","4201EA","NL","1980-01-01","Dhc Advocaten","30253313","+31183631033","0600426080"
"Meeuwenstraat 56","Spanbroek","1715VS","NL","2016-01-01","Nina Beauty","66697352","","0603188534"
"Heliotroopdijk 126","Roosendaal","4706JL","NL","2012-01-01","Spotzweb","54981018","","0601593545"
"Burg Honnerlage Greteln 363 A","Schiedam","3118BA","NL","2019-01-01","Mavendo B.V.","76531732","+31851300785","0604350372"
"Hollantlaan 10","Utrecht","3526AM","NL","2017-01-01","University Housing B.V.","69246521","+31308081153","0603482109"
"Otto Hahnweg 24","Utrecht","3542AX","NL","2018-01-01","Grovet B.V.","59652004","+31302479100","0602347460"
"Lambrecht van Dalelaan 51","Haarlem","2015ES","NL","2019-01-01","Goals! Huiswerk Coaching Sport","74162101","","0604077276"
"Unit 1 Monaclinoe Industrial Estate","Limerick","","IE","2017-01-01","Auto Glass","","+35314090900","01096408011"
"Joke Smitstraat 5","Pijnacker","2642AE","NL","2022-01-01","Businesscoach Willeke","88148831","+31152131500","0605597455"
"Hogedijken 38","Dokkum","9101WZ","NL","2018-01-01","Trappenstore B.V.","72490977","+31519221991","0603870360"
"Raasdorperweg 185 H","Lijnden","1175KV","NL","2004-01-01","Schoutenwegenbouw B.V.","34205270","+31206155430","0523367298"
"Delflandlaan 1","Amsterdam","1062EA","NL","2020-01-01","PE Invest B.V.","80544983","","0604677455"
"4072 Garden Ave","Los Angeles","90039","US","2023-01-01","Setworks Llc","","","0216457896"
"Van den Broekeweg 16","Almelo","7602PH","NL","2008-01-01","Uitslag Metaal B.V.","08136727","+31546432414","0525187019"
"Barchvenne 5","Barchem","7244BM","NL","2014-01-01","Roscoshop","60059095","","0602389955"
"Ruysdaellaan 1","Hilversum","1213ER","NL","2016-01-01","Naranja Vertalingen","66724864","+31355337639","0603192643"
"Bleijenburg 184","De Lier","2678BD","NL","2002-01-01","N.G. van OS","27355881","","0600674656"
"Nijverheidstraat 40","Bemmel","6681LN","NL","2011-01-01","Selman Transporten B.V.","10035871","+31263263111","0515004940"
"Halbertsmastraat 21","Haarlem","2035CE","NL","2007-01-01","Autorijschool Lesoto","34281955","","0526618004"
"Park Forum 1007","Eindhoven","5657HJ","NL","2008-01-01","Proflex Bouw B.V.","17230463","+31402624003","0600284142"
"Huigsloterdijk 400","Buitenkaag","2158LS","NL","2022-01-01","Bsl Watersport B.V.","86569511","+31252544264","0605378770"
"Vragenderweg 3 A","Lichtenvoorde","7131NS","NL","2007-01-01","De Verfdiscounter","09154959","+31544378812","0600687703"
"Hermes 2","Heerenveen","8448CK","NL","2002-01-01","Krikke Realisatie B.V.","01096179","+31513610111","0518493281"
"Grintenbosweg 20","Haaksbergen","7481CE","NL","2019-01-01","Werger en Leusink Holding B.V.","06082561","","0497690381"
"Bautscherweg 56","Heerlen","6418EM","NL","2002-01-01","Parkstad Dierenzorg","50965735","+31455417711","0601082885"
"De Lagune 2","Amersfoort","3823TS","NL","2009-01-01","Oersprong","32158795","","0600662499"
"Noordeinde 95","Roelofarendsveen","2371CP","NL","2021-01-01","Larock Werkt","82721580","","0604940854"
"Hofdijksweg 47","Ouddorp ZH","3253KC","NL","2016-01-01","Hondenhotel Ouddorp","66911621","","0603215630"
"Milrooijseweg 53","Berlicum NB","5258KG","NL","2004-01-01","Financieel Werk V.O.F.","17167471","+31735031208","0523723409"
"Boekelose Stoomblekerij 49","Enschede","7548ED","NL","2010-01-01","Ibth B.V.","06064600","+31534283078","0526017079"
"Javastraat 1 A","'s-Gravenhage","2585AA","NL","1972-01-01","Frisia Makelaars B.V.","27102103","+31703420101","0517081068"
"Walbreukergraaf 22","Roermond","6041NX","NL","2004-01-01","Mercurho B.V.","12053205","","0521504291"
"Waterland 153","Groningen","9734BD","NL","2013-01-01","Yoga050","58334645","","0602174306"
"Meeuwerderweg 95","Groningen","9724EP","NL","2023-01-01","Glow Your Hair","89537106","","0605743026"
"De Kleine Elst 11","Rosmalen","5246JK","NL","2009-01-01","Bouwopleiding 's-Hertogenbosch B.V.","17261248","+31736456620","0600643001"
"Graafseweg 833","Wijchen","6603CG","NL","2019-01-01","Miro Ivanko","75529157","","0604238033"
"Brede Pad 1 A","Gemonde","5293NC","NL","1933-01-01","Sanders Hoveniers Groep B.V.","16024182","+31735512963","0515545338"
"'S-Gravenbroekseweg 35","Reeuwijk","2811GB","NL","2007-01-01","RJ Partners B.V.","27308703","","0527079246"
"Kastanjelaan 2","Terneuzen","4537TR","NL","2010-01-01","Verbiest Kaijser V.O.F.","50444549","+31115614150","0601021041"
"Botterstraat 11","Emmeloord","8301BP","NL","2019-01-01","Merkstrijders","75846497","","0604275703"
"Torendijk 105 A","Kortgene","4484NC","NL","1953-01-01","Weststrate Verbouw & Installatie","61562408","+31113603929","0602575290"
"Nieuwpoortseweg 32","Nieuwpoort","2965AW","NL","2023-01-01","Barkly Store","89514807","","0605741192"
"Koperslager 6","Nootdorp","2631RK","NL","2008-01-01","Van Deelen Liften B.V.","27133755","+31153102090","0525835777"
"Nijverheidsweg 14 B","Wehl","7031BV","NL","2006-01-01","Kinder Service Hotels B.V.","09161219","+31314680498","0525754287"
"Burgemeester Pijlsstraat 1 B","Schinnen","6365CG","NL","1945-01-01","Scouting Schinnen","14107244","+31464432929","0600351391"
"Venneslatweg 18","Eibergen","7151HD","NL","2003-01-01","Jan Maarse","08117711","+31545840663","0520023763"
"Hogeweg 233","Amersfoort","3816BS","NL","2010-01-01","Kok Agrarische Dienstverlening","51074249","","0601095896"
"Nieuwe Tuinen 22","Loppersum","9919TB","NL","2010-01-01","Biolithe","50271903","","0600987988"
"Mathenesserstraat 60 D","Rotterdam","3027PJ","NL","2007-01-01","Klein Koeriers","24421220","","0526643547"
"dr. van Campenstraat 22","Breda","4811RJ","NL","2006-01-01","Ciper B.V.","20124614","","0497993335"
"Helhuizerweg 9","Holten","7451KE","NL","2008-01-01","Landgoed Ekeby B.V.","08186906","+31548366321","0600398322"
"Walperterwei 47 B","Wommels","8731CD","NL","2003-01-01","Gaardenier Tuincentrum","01100182","+31515332900","0519849317"
